Name,Type_of_Utility,Number_of_Ratings,Rating,Longitude,Latitude,nearest_station,اسم المحطة,geometry,neighborhood,English_name,Final Station,Path,Duration(m)
,restaurant,757.0,3.8,46.7092233,24.7553113,An Nuzhah,النزهة,POINT (46.7092233 24.7553113),حي النزهة,Swad Kerala Restaurant,النزهة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة النزهة.,41
,restaurant,969.0,4.5,46.6388667,24.761927,KAFD,المركز المالي,POINT (46.6388667 24.761927),حي الغدير,Jones The Grocer KAFD,المركز المالي,اركب المترو من المحطة الحالية، وأخرج عند محطة المركز المالي.,22
,restaurant,149.0,3.0,46.7962919,24.6869143,Harun Ar Rashid Road,طريق هارون الرشيد,POINT (46.7962919 24.6869143),حي الروابي,Chick N Bun,طريق هارون الرشيد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة طريق هارون الرشيد.,48
3,restaurant,4.0,4.0,46.7041107,24.957954,Airport  T3-4,الصالة 3-4,POINT (46.7041107 24.957954),مطار الملك خالد,Burger King Airport Terminal,الصالة 3-4,اركب المترو من المحطة الحالية، وأخرج عند محطة الصالة 3-4.,14
مطعم دوار العمدة,restaurant,705.0,4.1,46.6468459,24.5967151,Aishah bint Abi Bakr st.,شارع عائشة بنت أبي بكر,POINT (46.6468459 24.5967151),حي البديعة,,شارع عائشة بنت أبي بكر,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة شارع عائشة بنت أبي بكر.,75
,restaurant,68.0,3.7,46.7164931,24.6468979,National Museum,المتحف الوطني,POINT (46.7164931 24.6468979),حي العمل,Yellow Cab Pizza Co,المتحف الوطني,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المتحف الوطني.,51
,restaurant,21.0,4.4,46.7384111,24.592366,Transportation Center,مركز النقل العام,POINT (46.7384111 24.592366),حي المنصورة,UDHAYAM CAFE,مركز النقل العام,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مركز النقل العام.,65
مطعم فرش فش للمأكولات البحرية,restaurant,148.0,4.6,46.6872484,24.7069184,Alinma Bank,مصرف الإنماء,POINT (46.6872484 24.7069184),مدينة الملك عبدالله للطاقة,Fresh fish restaurant,مصرف الإنماء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مصرف الإنماء.,39
مطعم سلفانا,restaurant,76.0,4.5,46.6804981,24.7161458,Al Urubah,العروبة,POINT (46.6804981 24.7161458),حي الجزيرة,,العروبة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العروبة.,37
مطعم منتو و يغمش,restaurant,14.0,4.0,46.7587266,24.591979,Al Aziziah,العزيزية,POINT (46.7587266 24.591979),حي العزيزية,,العزيزية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العزيزية.,71
كاريبو كوفي,cafe,198.0,3.6,46.711691,24.9437,Airport  T5,الصالة 5,POINT (46.711691 24.9437),مطار الملك خالد,Caribou Coffee,الصالة 5,اركب المترو من المحطة الحالية، وأخرج عند محطة الصالة 5.,15
مطعم جبال الطائف البخاري,restaurant,43.0,4.2,46.7780199,24.5563535,Ad Dar Al Baida,الدار البيضاء,POINT (46.7780199 24.5563535),حي الدار البيضاء,,الدار البيضاء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة الدار البيضاء.,78
,restaurant,67.0,3.4,46.6566164,24.7240639,At Takhassussi,التخصصي,POINT (46.6566164 24.7240639),حي الرحمانية,Chikeys Restaurant,التخصصي,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة التخصصي.,41
,restaurant,80.0,3.8,46.6971763,24.7145902,As Sulimaniyah,السليمانية,POINT (46.6971763 24.7145902),مدينة الملك عبدالله للطاقة,Hana Catering,السليمانية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة السليمانية.,49
طيبات المرسلات,restaurant,58.0,4.1,46.6931541,24.7488156,Ministry of Education,وزارة التعليم,POINT (46.6931541 24.7488156),حي المنصورية,,وزارة التعليم,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة وزارة التعليم.,44
,restaurant,2380.0,4.0,46.705384,24.7056454,Ad Dhabab,الضباب,POINT (46.705384 24.7056454),حي الملك عبدالعزيز,Crazy Pizza,الضباب,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة الضباب.,51
,restaurant,5439.0,4.1,46.6834524,24.6978193,Bank Al Bilad,بنك البلاد,POINT (46.6834524 24.6978193),حي العليا,Lusin Restaurant,بنك البلاد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة بنك البلاد.,40
فول معجب الدوسري,restaurant,13.0,4.1,46.7305842,24.6335131,As Salhiyah,الصالحية,POINT (46.7305842 24.6335131),حي الصالحية,,الصالحية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة الصالحية.,62
,restaurant,1195.0,3.8,46.6891245,24.6829077,King Fahd Library,مكتبة الملك فهد,POINT (46.6891245 24.6829077),حي المؤتمرات,Lucky Cafe,مكتبة الملك فهد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مكتبة الملك فهد.,42
,restaurant,555.0,3.5,46.631902,24.813665,Dr. Sulaiman Al Habib,د.سليمان الحبيب,POINT (46.631902 24.813665),حي الصحافة,Herfy,د.سليمان الحبيب,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة د.سليمان الحبيب.,28
,restaurant,188.0,4.1,46.674625,24.712466,Al Urubah,العروبة,POINT (46.674625 24.712466),حي الجزيرة,Oasis,العروبة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العروبة.,37
مطعم مشويات المزيد,restaurant,207.0,4.0,46.6893768,24.616196,Sultanah,سلطانة,POINT (46.6893768 24.616196),حي الجرادية,,سلطانة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة سلطانة.,70
!ليتل سيزرز بيتزا! بيتزا,restaurant,111.0,3.9,46.7960204,24.6866765,Harun Ar Rashid Road,طريق هارون الرشيد,POINT (46.7960204 24.6866765),حي الروابي,Little Caesars Pizza Pizza,طريق هارون الرشيد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة طريق هارون الرشيد.,48
مطعم بخاري,restaurant,1.0,5.0,46.6760185,24.7241291,Al Wurud 2,الورود 2,POINT (46.6760185 24.7241291),حي الورود,,الورود 2,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة الورود 2.,36
,meal_takeaway,138.0,2.7,46.7122025,24.9425801,Airport  T5,الصالة 5,POINT (46.7122025 24.9425801),مطار الملك خالد,Domino's Pizza,الصالة 5,اركب المترو من المحطة الحالية، وأخرج عند محطة الصالة 5.,15
