Name,Type_of_Utility,Number_of_Ratings,Rating,Longitude,Latitude,nearest_station,اسم المحطة,geometry,neighborhood,English_name,Final Station,Path,Duration(m)
مطعم شيمه,restaurant,5.0,4.2,46.7038951,24.6219137,Al Jarradiyah,الجرادية,POINT (46.7038951 24.6219137),منتزه سلام,Restaurant Sheema,الجرادية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة الجرادية.,67
,restaurant,92.0,3.9,46.7546909,24.6735801,Jarir District,حي جرير,POINT (46.7546909 24.6735801),حي جرير,Mounir Buffet,حي جرير,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة حي جرير.,53
,restaurant,6.0,3.5,46.7173239,24.6462471,National Museum,المتحف الوطني,POINT (46.7173239 24.6462471),حي العمل,China Hot Pot and BBQ,المتحف الوطني,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المتحف الوطني.,51
كافتيريا درب الرياض للتموين الغذائي,restaurant,7.0,4.6,46.6405688,24.6072853,Aishah bint Abi Bakr st.,شارع عائشة بنت أبي بكر,POINT (46.6405688 24.6072853),حي البديعة,,شارع عائشة بنت أبي بكر,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة شارع عائشة بنت أبي بكر.,75
,restaurant,7697.0,4.3,46.7543514,24.7653521,Khalid Bin Alwaleed Road,طريق خالد بن الوليد,POINT (46.7543514 24.7653521),حي القدس,Armin,طريق خالد بن الوليد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة طريق خالد بن الوليد.,34
,cafe,322.0,4.2,46.7238729,24.6873716,GOSI,التأمينات الاجتماعية,POINT (46.7238729 24.6873716),حي الزهراء,Barn's,التأمينات الاجتماعية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة التأمينات الاجتماعية.,57
بوفيه خالد,restaurant,4.0,4.3,46.7330299,24.6221892,Skirinah,سكيرينة,POINT (46.7330299 24.6221892),حي غبيرة,,سكيرينة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة سكيرينة.,58
مطعم افطر بدري,restaurant,104.0,4.6,46.7553393,24.6731246,Jarir District,حي جرير,POINT (46.7553393 24.6731246),حي جرير,,حي جرير,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة حي جرير.,53
مشويات الوردة البيضاء 2 سيريه وأقاشي,restaurant,114.0,4.2,46.7308208,24.617743,Skirinah,سكيرينة,POINT (46.7308208 24.617743),حي غبيرة,,سكيرينة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة سكيرينة.,58
تسالي نادي القهوه,restaurant,13.0,4.3,46.8141788,24.7272111,As Salam,السلام,POINT (46.8141788 24.7272111),حي النسيم الغربي,,السلام,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة السلام.,39
مسامي سوشي,restaurant,1804.0,3.9,46.6458015,24.7233552,KACST,المدينة التقنية,POINT (46.6458015 24.7233552),حي الملك فيصل,Masami Sushi,المدينة التقنية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة المدينة التقنية.,43
شواية الشروق إكسبرس,restaurant,35.0,4.8,46.7723005,24.5666551,Ad Dar Al Baida,الدار البيضاء,POINT (46.7723005 24.5666551),حي الدار البيضاء,,الدار البيضاء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة الدار البيضاء.,78
مطعم اسفار الطيبين,restaurant,26.0,4.7,46.682393,24.71613,Al Urubah,العروبة,POINT (46.682393 24.71613),حي الجزيرة,Asfar Al Taybeen,العروبة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العروبة.,37
معجنات الشلال,restaurant,163.0,4.6,46.8048983,24.740565,Khurais Road,طريق خريص,POINT (46.8048983 24.740565),حي المنار,Shallal Pastry,طريق خريص,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة طريق خريص.,35
,restaurant,48.0,4.7,46.7802069,24.7708864,Al Hamra,الحمراء,POINT (46.7802069 24.7708864),حي الحمراء,Shahoor SEA FOOD Restaurant,الحمراء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة الحمراء.,30
,restaurant,3867.0,4.3,46.702353,24.960993,Airport  T1-2,الصالة 1-2,POINT (46.702353 24.960993),مطار الملك خالد,AlBaik,الصالة 1-2,اركب المترو من المحطة الحالية، وأخرج عند محطة الصالة 1-2.,19
جان برجر‎,restaurant,861.0,3.8,46.699239,24.796275,Uthman Bin Affan Rd.,طريق عثمان بن عفان,POINT (46.699239 24.796275),حي الفلاح,Jan Burger,طريق عثمان بن عفان,اركب المترو من المحطة الحالية، وأخرج عند محطة عثمان بن عفان.,13
مطعم ام خالد خلف المسجد,restaurant,7.0,5.0,46.6974578,24.6202218,Al Jarradiyah,الجرادية,POINT (46.6974578 24.6202218),حي الشميسي,,الجرادية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة الجرادية.,67
,restaurant,269.0,4.2,46.6987153,24.6771246,Ministry of Interior,وزارة الداخلية,POINT (46.6987153 24.6771246),حي الوزارات,MR BK,وزارة الداخلية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة وزارة الداخلية.,46
🍔,restaurant,6.0,5.0,46.7117579,24.6810845,Al Wizarat,الوزارات,POINT (46.7117579 24.6810845),حي الوزارات,CHAI SHAI BAR,الوزارات,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة الوزارات,62
,restaurant,25.0,3.7,46.692548,24.6181744,Al Jarradiyah,الجرادية,POINT (46.692548 24.6181744),حي الجرادية,Pakistani Resturant,الجرادية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة الجرادية.,67
محل عبدالله دجاج,restaurant,3.0,4.3,46.7091254,24.6741377,Al Wizarat,الوزارات,POINT (46.7091254 24.6741377),حي الوزارات,Abdulla Fresh Chicken Shop,الوزارات,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة الوزارات,62
سانقوش,restaurant,76.0,4.0,46.6627507,24.7823242,Ar Rabi,الربيع,POINT (46.6627507 24.7823242),حي النفل,,الربيع,اركب المترو من المحطة الحالية، وأخرج عند محطة الربيع.,16
কুমিল্লা হোটেল,restaurant,66.0,4.1,46.6955152,24.7918348,Uthman Bin Affan Rd.,طريق عثمان بن عفان,POINT (46.6955152 24.7918348),حي الوادي,Comilla Hotel,طريق عثمان بن عفان,اركب المترو من المحطة الحالية، وأخرج عند محطة عثمان بن عفان.,13
مطعم خالد المساعد للمأكولات البحرية,restaurant,1.0,1.0,46.7190084,24.6258974,Al Owd,العود,POINT (46.7190084 24.6258974),حي جبرة,,العود,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العود.,57
,restaurant,1215.0,4.9,46.7307329,24.6192849,Skirinah,سكيرينة,POINT (46.7307329 24.6192849),حي غبيرة,Shaza Alofq Restaurant,سكيرينة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة سكيرينة.,58
,restaurant,11.0,4.3,46.7274686,24.7914899,Granadia,غرناطية,POINT (46.7274686 24.7914899),حي الشهداء,Crystals rastaurant,غرناطية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة غرناطية.,20
,restaurant,1034.0,3.6,46.7748418,24.7780013,Al Hamra,الحمراء,POINT (46.7748418 24.7780013),حي الحمراء,Herfy,الحمراء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة الحمراء.,30
,restaurant,8409.0,4.6,46.6353859,24.8151346,Dr. Sulaiman Al Habib,د.سليمان الحبيب,POINT (46.6353859 24.8151346),حي الصحافة,Deep Fries,د.سليمان الحبيب,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة د.سليمان الحبيب.,28
بوفية تركي للوجبات السريعة,restaurant,1.0,1.0,46.7710793,24.7966812,Al Yarmuk,اليرموك,POINT (46.7710793 24.7966812),حي اشبيلية,,اليرموك,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة اليرموك.,27
بوفية المهري سعد سالم,restaurant,9.0,3.9,46.7226682,24.6381422,Al Margab,المرقب,POINT (46.7226682 24.6381422),حي ثليم,,المرقب,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة المرقب.,69
تيراس جريل,restaurant,151.0,4.3,46.7121728,24.6858015,GOSI,التأمينات الاجتماعية,POINT (46.7121728 24.6858015),حي الضباط,Terrace Grill,التأمينات الاجتماعية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة التأمينات الاجتماعية.,57
مطعم روما ، فرع عمارات سيريكون,restaurant,1719.0,4.4,46.6819107,24.7033868,Alinma Bank,مصرف الإنماء,POINT (46.6819107 24.7033868),مدينة الملك عبدالله للطاقة,Roma Restaurant Ceiricon Buildings Branch,مصرف الإنماء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مصرف الإنماء.,39
,restaurant,120.0,4.4,46.6862117,24.6922298,King Fahd Library,مكتبة الملك فهد,POINT (46.6862117 24.6922298),حي العليا,WBJ,مكتبة الملك فهد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مكتبة الملك فهد.,42
كنافة ماما,restaurant,16.0,4.3,46.7775522,24.7850129,Al Hamra,الحمراء,POINT (46.7775522 24.7850129),حي اشبيلية,,الحمراء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة الحمراء.,30
,restaurant,1.0,4.0,46.7192747,24.6381767,Al Bat’ha,البطحاء,POINT (46.7192747 24.6381767),حي ثليم,Star cafe,البطحاء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة البطحاء.,52
,restaurant,329.0,4.3,46.7620894,24.5872152,Al Aziziah,العزيزية,POINT (46.7620894 24.5872152),حي العزيزية,Manoosha,العزيزية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العزيزية.,71
الصاج الفيروزي,restaurant,120.0,2.8,46.6581574,24.7430635,King Fahd District,حي الملك فهد,POINT (46.6581574 24.7430635),حي النخيل,,حي الملك فهد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة حي الملك فهد.,28
,cafe,380.0,4.2,46.7063781,24.9561679,Airport  T3-4,الصالة 3-4,POINT (46.7063781 24.9561679),مطار الملك خالد,Tim Hortons,الصالة 3-4,اركب المترو من المحطة الحالية، وأخرج عند محطة الصالة 3-4.,14
,restaurant,5.0,4.2,46.7295101,24.6379375,As Salhiyah,الصالحية,POINT (46.7295101 24.6379375),حي ثليم,Premium sweets and restaurant,الصالحية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة الصالحية.,62
بوفيه,restaurant,3.0,5.0,46.7278318,24.6340051,Al Margab,المرقب,POINT (46.7278318 24.6340051),حي العود,,المرقب,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة المرقب.,69
مطعم القيصر,restaurant,945.0,4.2,46.6953604,24.7116405,As Sulimaniyah,السليمانية,POINT (46.6953604 24.7116405),مدينة الملك عبدالله للطاقة,,السليمانية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة السليمانية.,49
مطعم ريان الجزيره البخاري,restaurant,85.0,3.2,46.7044891,24.6447551,National Museum,المتحف الوطني,POINT (46.7044891 24.6447551),حي الوشام,,المتحف الوطني,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المتحف الوطني.,51
,restaurant,245.0,4.5,46.769439,24.6786933,Al Rajhi Grand Mosque,جامع الراجحي,POINT (46.769439 24.6786933),حي جرير,LE DOLMAZ,جامع الراجحي,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة جامع الراجحي.,51
,restaurant,24.0,4.1,46.7292134,24.633629,Al Margab,المرقب,POINT (46.7292134 24.633629),حي العود,Hotel Osmania,المرقب,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة المرقب.,69
,restaurant,40.0,3.5,46.6744296,24.7113968,Al Urubah,العروبة,POINT (46.6744296 24.7113968),حي الجزيرة,The Roof at Al Mamlaka Social Dining,العروبة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العروبة.,37
,cafe,61.0,2.7,46.7007709,24.9640926,Airport  T1-2,الصالة 1-2,POINT (46.7007709 24.9640926),مطار الملك خالد,PAUL,الصالة 1-2,اركب المترو من المحطة الحالية، وأخرج عند محطة الصالة 1-2.,19
,cafe,24.0,3.3,46.7218082,24.6935397,Officers Club,نادي الضباط,POINT (46.7218082 24.6935397),حي الملك عبدالعزيز,Barn's,نادي الضباط,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة نادي الضباط.,55
,cafe,238.0,4.3,46.776491,24.773983,Al Hamra,الحمراء,POINT (46.776491 24.773983),حي الحمراء,Costa Coffee,الحمراء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة الحمراء.,30
,cafe,259.0,4.4,46.7362532,24.629458,As Salhiyah,الصالحية,POINT (46.7362532 24.629458),حي الصالحية,Barn's,الصالحية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة الصالحية.,62
بوفية نبع الشام,restaurant,421.0,4.0,46.8509931,24.7195466,Hassan Bin Thabit street,شارع حسان بن ثابت,POINT (46.8509931 24.7195466),حي النسيم الغربي,,شارع حسان بن ثابت,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة شارع حسان بن ثابت.,51
بوفية,restaurant,2.0,2.0,46.6858979,24.6185992,Sultanah,سلطانة,POINT (46.6858979 24.6185992),حي الجرادية,,سلطانة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة سلطانة.,70
اكلات,restaurant,6.0,1.7,46.694736,24.7920724,Uthman Bin Affan Rd.,طريق عثمان بن عفان,POINT (46.694736 24.7920724),حي الوادي,,طريق عثمان بن عفان,اركب المترو من المحطة الحالية، وأخرج عند محطة عثمان بن عفان.,13
,restaurant,19.0,3.9,46.7166633,24.6468362,National Museum,المتحف الوطني,POINT (46.7166633 24.6468362),حي العمل,Uncle Majid,المتحف الوطني,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المتحف الوطني.,51
,restaurant,274.0,4.3,46.6965956,24.6667525,Al Muorabba,المربع,POINT (46.6965956 24.6667525),حي النموذجية,Naya Lebanese Restaurant,المربع,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المربع.,43
,restaurant,5.0,3.8,46.845593,24.7182088,Hassan Bin Thabit street,شارع حسان بن ثابت,POINT (46.845593 24.7182088),حي النسيم الغربي,Thasali al harzi,شارع حسان بن ثابت,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة شارع حسان بن ثابت.,51
مطعم كرم الضيافه,restaurant,4.0,5.0,46.7163044,24.6381022,Al Bat’ha,البطحاء,POINT (46.7163044 24.6381022),حي الفوطة,,البطحاء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة البطحاء.,52
,restaurant,43.0,3.7,46.6969515,24.798697,Uthman Bin Affan Rd.,طريق عثمان بن عفان,POINT (46.6969515 24.798697),جامعة الامام محمد بن سعود الاسلامية,Fatheera Restaurant,طريق عثمان بن عفان,اركب المترو من المحطة الحالية، وأخرج عند محطة عثمان بن عفان.,13
,restaurant,22.0,3.4,46.6717911,24.7105552,Al Urubah,العروبة,POINT (46.6717911 24.7105552),حي الجزيرة,Acla,العروبة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العروبة.,37
مطعم برجر مشوي,restaurant,105.0,4.1,46.6355002,24.8114286,Dr. Sulaiman Al Habib,د.سليمان الحبيب,POINT (46.6355002 24.8114286),حي الصحافة,,د.سليمان الحبيب,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة د.سليمان الحبيب.,28
,store,984.0,4.2,46.6494617,24.7211793,KACST,المدينة التقنية,POINT (46.6494617 24.7211793),حي الرحمانية,Shilz Chocolate,المدينة التقنية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة المدينة التقنية.,43
,restaurant,10.0,4.8,46.7429366,24.589981,Transportation Center,مركز النقل العام,POINT (46.7429366 24.589981),حي المنصورة,Rania Restaurant,مركز النقل العام,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مركز النقل العام.,65
مطاعم ركن هنو للوجبات السريعة,restaurant,7.0,4.4,46.6925817,24.6193943,Al Jarradiyah,الجرادية,POINT (46.6925817 24.6193943),حي الجرادية,,الجرادية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة الجرادية.,67
مطعم سمك الشرقية الثاني,restaurant,5.0,1.8,46.7090444,24.6510125,Ministry of Finance,وزارة المالية,POINT (46.7090444 24.6510125),حي الوشام,,وزارة المالية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة وزارة المالية.,57
,restaurant,3942.0,3.8,46.7206739,24.7539298,Riyadh Exhibition Center,مركز الرياض للمعارض,POINT (46.7206739 24.7539298),حي المغرزات,New Sham Restaurant,مركز الرياض للمعارض,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة مركز الرياض للمعارض.,39
,meal_delivery,700.0,4.0,46.6496655,24.7221399,KACST,المدينة التقنية,POINT (46.6496655 24.7221399),حي الرحمانية,Domino's Pizza,المدينة التقنية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة المدينة التقنية.,43
كايكروو البديعة,restaurant,30.0,1.8,46.6388227,24.5977822,Aishah bint Abi Bakr st.,شارع عائشة بنت أبي بكر,POINT (46.6388227 24.5977822),حي البديعة,,شارع عائشة بنت أبي بكر,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة شارع عائشة بنت أبي بكر.,75
,cafe,738.0,4.0,46.7108184,24.6564725,King Abdulaziz Hospital,مستشفى الملك عبدالعزيز,POINT (46.7108184 24.6564725),حي المربع,Aquarium Boutique Hotel,مستشفى الملك عبدالعزيز,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة مستشفى الملك عبدالعزيز.,59
فوال وتميس,restaurant,170.0,3.7,46.7182287,24.6628533,King Abdulaziz Hospital,مستشفى الملك عبدالعزيز,POINT (46.7182287 24.6628533),حي الملز,,مستشفى الملك عبدالعزيز,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة مستشفى الملك عبدالعزيز.,59
مطعم ولائم نجدية,restaurant,7.0,3.6,46.6773284,24.7251746,Al Wurud 2,الورود 2,POINT (46.6773284 24.7251746),حي الورود,,الورود 2,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة الورود 2.,36
بدون,restaurant,163.0,4.3,46.8457042,24.7167443,Hassan Bin Thabit street,شارع حسان بن ثابت,POINT (46.8457042 24.7167443),حي النسيم الغربي,,شارع حسان بن ثابت,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة شارع حسان بن ثابت.,51
,restaurant,18.0,3.7,46.6645273,24.7235941,stc,stc,POINT (46.6645273 24.7235941),حي الرحمانية,Khafif,stc,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة stc.,36
صحن و رغيف,restaurant,6.0,4.5,46.7048285,24.6582317,Passport Department,الجوازات,POINT (46.7048285 24.6582317),حي المربع,,الجوازات,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة الجوازات.,48
مطعم شواية المستقبل البخاري,restaurant,179.0,3.8,46.7825502,24.7517019,Al Andalus,الأندلس,POINT (46.7825502 24.7517019),حي المنار,,الأندلس,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة الأندلس.,32
,restaurant,4318.0,4.2,46.7517433,24.604681,Transportation Center,مركز النقل العام,POINT (46.7517433 24.604681),حي المنصورة,Babseel Foul,مركز النقل العام,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مركز النقل العام.,65
مطعم باب الوجبة البخاري,restaurant,154.0,3.8,46.706713,24.6644755,Al Muorabba,المربع,POINT (46.706713 24.6644755),حي المربع,,المربع,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المربع.,43
,restaurant,20.0,4.8,46.658883,24.7450769,King Fahd District,حي الملك فهد,POINT (46.658883 24.7450769),حي النخيل,Riyadh gallery MacDonald Store,حي الملك فهد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة حي الملك فهد.,28
,restaurant,1054.0,4.7,46.7864375,24.6820625,Al Rajhi Grand Mosque,جامع الراجحي,POINT (46.7864375 24.6820625),حي الروابي,Lilas Restaurant,جامع الراجحي,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة جامع الراجحي.,51
رغِــيف ونُــص,restaurant,152.0,4.0,46.7415747,24.6641779,Al Malaz,الملز,POINT (46.7415747 24.6641779),حي الملز,,الملز,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة الملز.,57
مطعم أشطار,restaurant,121.0,4.2,46.693985,24.6815077,Ministry of Interior,وزارة الداخلية,POINT (46.693985 24.6815077),حي المؤتمرات,ASH-TAR Restaurant,وزارة الداخلية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة وزارة الداخلية.,46
تغميسة فلافل,restaurant,36.0,4.6,46.7980976,24.6839631,Harun Ar Rashid Road,طريق هارون الرشيد,POINT (46.7980976 24.6839631),حي الروابي,,طريق هارون الرشيد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة طريق هارون الرشيد.,48
,restaurant,518.0,3.6,46.7750893,24.7748205,Al Hamra,الحمراء,POINT (46.7750893 24.7748205),حي الحمراء,Bayaz,الحمراء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة الحمراء.,30
